TEXT_2_WARPOD_SQUADRON,#2 Эскадрилья боевых капсул
TEXT_STATBLOCK_KRAYT_GUNSHIP_MOVE,Скорость: 6,1 | Маневренность: 2,57
TEXT_STATBLOCK_KRAYT_GUNSHIP_SQUADRON,Эскадрилья: 12 боевых кораблей М22-Т Крайт.
TEXT_STATBLOCK_KRAYT_GUNSHIP_SQUADRON_DOUBLE,Эскадрилья: 24 боевых корабля М22-Т Крайт
TEXT_STATBLOCK_KRAYT_GUNSHIP_SQUADRON_HALF,Эскадрилья: 6 боевых кораблей М22-Т Крайт.
TEXT_STATBLOCK_KRAYT_GUNSHIP_WEAP1,1 лазерная пушка тяжелого истребителя: 4/2,0 с/1,0 км
TEXT_STATBLOCK_KRAYT_GUNSHIP_WEAP2,1 ионная пушка истребителя: 3 / 2,0 с / 1,0 км
TEXT_STATBLOCK_KRAYT_GUNSHIP_WEAP3,1 штурмовая ударная ракета истребителя: 1/18,75 с/1,8 км
TEXT_STATBLOCK_MANKVIM_BASE,Здоровье: 7 | Щиты: 3
TEXT_STATBLOCK_MANKVIM_ESCORT_BASE,Здоровье: 80 | Щиты: 35
TEXT_STATBLOCK_MANKVIM_MOVE,Скорость: 7,1 | Маневренность: 5,1
TEXT_STATBLOCK_MANKVIM_SQUADRON,Эскадрилья: 12 легких перехватчиков Манквим-814.
TEXT_STATBLOCK_MANKVIM_SQUADRON_DOUBLE,Эскадрилья: 24 легких перехватчика Манквим-814.
TEXT_STATBLOCK_MANKVIM_SQUADRON_HALF,Эскадрилья: 6 легких перехватчиков Манквим-814.
TEXT_STATBLOCK_MANKVIM_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_A_BASE,Здоровье: 16 | Неэкранированный
TEXT_STATBLOCK_MORNINGSTAR_A_MOVE,Скорость: 6,85 | Маневренность: 3,2
TEXT_STATBLOCK_MORNINGSTAR_A_SQUADRON,Эскадрилья: 12 истребителей MorningStar-A.
TEXT_STATBLOCK_MORNINGSTAR_A_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя MorningStar-A.
TEXT_STATBLOCK_MORNINGSTAR_A_SQUADRON_HALF,Эскадрилья: 6 истребителей MorningStar-A.
TEXT_STATBLOCK_MORNINGSTAR_A_WEAP1,1 истребительная лазерная пушка: 4/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_A_WEAP2,1 истребительная лазерная пушка: 2/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_A_WEAP3,1 штурмовая ударная ракета истребителя: 1/75,0 с/1,8 км
TEXT_STATBLOCK_MORNINGSTAR_B_BASE,Здоровье: 17 | Неэкранированный
TEXT_STATBLOCK_MORNINGSTAR_B_MOVE,Скорость: 5,64 | Маневренность: 2,56
TEXT_STATBLOCK_MORNINGSTAR_B_SQUADRON,Эскадрилья: 12 звездных истребителей MorningStar-B.
TEXT_STATBLOCK_MORNINGSTAR_B_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя MorningStar-B.
TEXT_STATBLOCK_MORNINGSTAR_B_SQUADRON_HALF,Эскадрилья: 6 звездных истребителей MorningStar-B.
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP1,1 лазерная пушка тяжелого истребителя: 4/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP2,1 лазерная пушка тяжелого истребителя: 2/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP3,1 истребительная лазерная пушка: 4/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_B_WEAP4,1 истребительная лазерная пушка: 2/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_C_BASE,Здоровье: 18 | Неэкранированный
TEXT_STATBLOCK_MORNINGSTAR_C_MOVE,Скорость: 6,37 | Маневренность: 2,88
TEXT_STATBLOCK_MORNINGSTAR_C_SQUADRON,Эскадрилья: 12 звездных истребителей MorningStar-C.
TEXT_STATBLOCK_MORNINGSTAR_C_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя MorningStar-C.
TEXT_STATBLOCK_MORNINGSTAR_C_SQUADRON_HALF,Эскадрилья: 6 звездных истребителей MorningStar-C.
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP1,1 лазерная пушка тяжелого истребителя: 4/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP2,1 лазерная пушка тяжелого истребителя: 2/3,0 с/1,0 км
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP3,1 ракета «Протон» : 1/30,0 с/3,0 км
TEXT_STATBLOCK_MORNINGSTAR_C_WEAP4,1 сотрясающая бомба : 1/30,0 с/0,8 км
TEXT_STATBLOCK_N1_BASE,Здоровье: 11 | Щиты: 5
TEXT_STATBLOCK_N1_MOVE,Скорость: 7,63 | Маневренность: 3,6
TEXT_STATBLOCK_N1_SQUADRON,Эскадрилья: 12 звездных истребителей Н-1.
TEXT_STATBLOCK_N1_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя Н-1.
TEXT_STATBLOCK_N1_SQUADRON_HALF,Эскадрилья: 6 звездных истребителей Н-1.
TEXT_STATBLOCK_N1_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_N1_WEAP2,1 истребительная протонная торпеда: 1/30,0 с/1,8 км
TEXT_STATBLOCK_NANTEX_BASE,Здоровье: 10 | Неэкранированный
TEXT_STATBLOCK_NANTEX_ESCORT_BASE,Здоровье: 85 | Неэкранированный
TEXT_STATBLOCK_NANTEX_GORGOL_BASE,Здоровье: 330  | Неэкранированный
TEXT_STATBLOCK_NANTEX_MOVE,Скорость: 8,75 | Маневренность: 5,45
TEXT_STATBLOCK_NANTEX_SQUADRON,Эскадрилья: 12 Нантекс
TEXT_STATBLOCK_NANTEX_SQUADRON_DOUBLE,Эскадрилья: 24 Нантекса
TEXT_STATBLOCK_NANTEX_SQUADRON_HALF,Эскадрилья: 6x Нантекс
TEXT_STATBLOCK_NANTEX_WEAP1,1 лазерная пушка тяжелого истребителя: 4/3,0 с/1,0 км
TEXT_STATBLOCK_NANTEX_WEAP2,1x Истребитель-Протон-Торпеда: 1/75,0 с/1,8 км
TEXT_STATBLOCK_R22_SPEARHEAD_BASE,Здоровье: 8 | Щиты: 3
TEXT_STATBLOCK_R22_SPEARHEAD_MOVE,Скорость: 7,9 | Маневренность: 4,1
TEXT_STATBLOCK_R22_SPEARHEAD_SQUADRON,Эскадрилья: 12 Р-22 Острие
TEXT_STATBLOCK_R22_SPEARHEAD_SQUADRON_DOUBLE,Эскадрилья: 24 Р-22 Острие
TEXT_STATBLOCK_R22_SPEARHEAD_SQUADRON_HALF,Эскадрилья: 6 Р-22 Острие
TEXT_STATBLOCK_R22_SPEARHEAD_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_R41_BASE,Здоровье: 10 | Щиты: 2
TEXT_STATBLOCK_R41_MOVE,Скорость: 6,17 | Маневренность: 3,75
TEXT_STATBLOCK_R41_SQUADRON,Эскадрилья: 12 R-41 Starchaser
TEXT_STATBLOCK_R41_SQUADRON_DOUBLE,Эскадрилья: 24 R-41 Starchaser
TEXT_STATBLOCK_R41_SQUADRON_HALF,Эскадрилья: 6x R-41 Starchaser
TEXT_STATBLOCK_R41_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_R41_WEAP2,1 ионная пушка истребителя: 2 / 2,0 с / 1,0 км
TEXT_STATBLOCK_R41_WEAP3,1 истребительная ударная ракета: 1/150,0 с/1,8 км
TEXT_STATBLOCK_R42_SQUADRON,Эскадрилья: 12 R-42 Starchaser
TEXT_STATBLOCK_R42_SQUADRON_DOUBLE,Эскадрилья: 24 R-42 Starchaser
TEXT_STATBLOCK_R42_SQUADRON_HALF,Эскадрилья: 6x R-42 Starchaser
TEXT_STATBLOCK_R42_WEAP3,1 истребительная ударная ракета: 1/37,5 с/1,8 км
TEXT_STATBLOCK_SCURRG_H6_BASE,Здоровье: 22 | Щиты: 10
TEXT_STATBLOCK_SCURRG_H6_MOVE,Скорость: 4,73 | Маневренность: 3,01
TEXT_STATBLOCK_SCURRG_H6_PROTOTYPE_SQUADRON,Эскадрилья: 12 прототипов Scurrg H-6
TEXT_STATBLOCK_SCURRG_H6_PROTOTYPE_SQUADRON_DOUBLE,Эскадрилья: 24 прототипа Scurrg H-6
TEXT_STATBLOCK_SCURRG_H6_PROTOTYPE_SQUADRON_HALF,Эскадрилья: 6 прототипов Scurrg H-6
TEXT_STATBLOCK_SCURRG_H6_SQUADRON,Эскадрилья: 12 Скуррг H-6
TEXT_STATBLOCK_SCURRG_H6_SQUADRON_DOUBLE,Эскадрилья: 24 Скуррг H-6
TEXT_STATBLOCK_SCURRG_H6_SQUADRON_HALF,Эскадрилья: 6x Scurrg H-6
TEXT_STATBLOCK_SCURRG_H6_WEAP1,2 истребительные лазерные пушки: 4/3,0 с/1,1 км
TEXT_STATBLOCK_SCURRG_H6_WEAP2,1 истребительная лазерная пушка: 2 / 2,0 с / 1,0 км
TEXT_STATBLOCK_SCURRG_H6_WEAP3,1 ракета «Протон» : 1/15,0 с/3,0 км
TEXT_STATBLOCK_SCURRG_H6_WEAP4,1 сотрясающая бомба : 1/15,0 с/0,8 км
TEXT_STATBLOCK_SCYK_FIGHTER_BASE,Здоровье: 9 | Щиты: 2
TEXT_STATBLOCK_SCYK_FIGHTER_ESCORT_BASE,Здоровье: 95 | Щиты: 30
TEXT_STATBLOCK_SCYK_FIGHTER_MOVE,Скорость: 6,37 | Маневренность: 6,0
TEXT_STATBLOCK_SCYK_FIGHTER_SERISSU_BASE,Здоровье: 250 | Щиты: 70
TEXT_STATBLOCK_SCYK_FIGHTER_SQUADRON,Эскадрилья: 12 истребителей M3-A Scyk.
TEXT_STATBLOCK_SCYK_FIGHTER_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя M3-A Scyk.
TEXT_STATBLOCK_SCYK_FIGHTER_SQUADRON_HALF,Эскадрилья: 6 истребителей M3-A Scyk.
TEXT_STATBLOCK_SCYK_FIGHTER_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_SCYK_FIGHTER_WEAP2,1x Истребитель-Протон-Торпеда: 1/75,0 с/1,8 км
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_BASE,Здоровье: 11 | Щиты: 2
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_MOVE,Скорость: 6,37 | Маневренность: 6,0
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_SQUADRON,Эскадрилья: 12 тяжелых истребителей M3-A Scyk.
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_SQUADRON_DOUBLE,Эскадрилья: 24 тяжелых истребителя M3-A Scyk.
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_SQUADRON_HALF,Эскадрилья: 6 тяжелых истребителей M3-A Scyk.
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_WEAP1,1 пулемет-истребитель-истребитель: 4 / 2,0 с / 1,0 км
TEXT_STATBLOCK_SCYK_HEAVY_FIGHTER_WEAP2,1 штурмовая ударная ракета истребителя: 1/50,0 с/1,8 км
TEXT_STATBLOCK_SHIELDED_TIE_FIGHTER_SQUADRON,Эскадрилья: 12 экранированных СИД-истребителей.
TEXT_STATBLOCK_SHIELDED_TIE_FIGHTER_SQUADRON_DOUBLE,Эскадрилья: 24 экранированных СИД-истребителя.
TEXT_STATBLOCK_SHIELDED_TIE_FIGHTER_SQUADRON_HALF,Эскадрилья: 6 экранированных СИД-истребителей.
TEXT_STATBLOCK_SKIPRAY_BASE,Здоровье: 32 | Щиты: 18
TEXT_STATBLOCK_SKIPRAY_HERO_BASE,Здоровье: 240 | Щиты: 80
TEXT_STATBLOCK_SKIPRAY_MOVE,Скорость: 7,59 | Маневренность: 3,2
TEXT_STATBLOCK_SKIPRAY_SQUADRON,Эскадрилья: 12 катеров Skipray
TEXT_STATBLOCK_SKIPRAY_SQUADRON_DOUBLE,Эскадрилья: 24 катера Skipray
TEXT_STATBLOCK_SKIPRAY_SQUADRON_HALF,Эскадрилья: 6 взрывных катеров Skipray
TEXT_STATBLOCK_SKIPRAY_SQUADRON_THREE,Эскадрилья: 3 катера Skipray
TEXT_STATBLOCK_SKIPRAY_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_SKIPRAY_WEAP2,1 ионная пушка истребителя: 3 / 2,0 с / 1,0 км
TEXT_STATBLOCK_SKIPRAY_WEAP3,1 истребительная ударная ракета : 2/25,0 с/1,8 км
TEXT_STATBLOCK_SKIPRAY_WEAP4,1 протонная торпеда тяжелого истребителя : 2/37,5 с/1,4 км
TEXT_STATBLOCK_SKIPRAYG_BASE,Здоровье: 32 | Щиты: 17
TEXT_STATBLOCK_SKIPRAYG_MOVE,Скорость: 6,47 | Маневренность: 2,56
TEXT_STATBLOCK_SKIPRAYJ_WEAP3,1 истребительная ударная ракета : 2/16,7 с/1,8 км
TEXT_STATBLOCK_SKIPRAYJ_WEAP4,1 протонная торпеда тяжелого истребителя : 2/25,0 с/1,4 км
TEXT_STATBLOCK_TIE_BOMBER_BASE,Здоровье: 19 | Неэкранированный
TEXT_STATBLOCK_TIE_BOMBER_ESCORT_BASE,Здоровье: 125 | Неэкранированный
TEXT_STATBLOCK_TIE_BOMBER_MOVE,Скорость: 5,57 | Маневренность: 4,3
TEXT_STATBLOCK_TIE_BOMBER_SQUADRON,Эскадрилья: 12 TIE-бомбардировщиков.
TEXT_STATBLOCK_TIE_BOMBER_SQUADRON_DOUBLE,Эскадрилья: 24 TIE-бомбардировщика.
TEXT_STATBLOCK_TIE_BOMBER_SQUADRON_HALF,Эскадрилья: 6 TIE-бомбардировщиков.
TEXT_STATBLOCK_TIE_BOMBER_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_TIE_BOMBER_WEAP2,1 истребительная ударная ракета : 1/15,0 с/1,8 км
TEXT_STATBLOCK_TIE_BOMBER_WEAP3,1 ракета «Протон» : 1/18,75 с/3,0 км
TEXT_STATBLOCK_TIE_BOMBER_WEAP4,1 сотрясающая бомба : 1/18,75 с/0,8 км
TEXT_STATBLOCK_TIE_FIGHTER_BASE,Здоровье: 10 | Неэкранированный
TEXT_STATBLOCK_TIE_FIGHTER_ESCORT_BASE,Здоровье: 100 | Неэкранированный
TEXT_STATBLOCK_TIE_FIGHTER_MOVE,Скорость: 8,15 | Маневренность: 5,0
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON,Эскадрилья: 12 TIE-истребителей.
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя TIE.
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON_HALF,Эскадрилья: 6 TIE-истребителей.
TEXT_STATBLOCK_TIE_FIGHTER_SQUADRON_THIRD,Эскадрилья: 4 истребителя TIE.
TEXT_STATBLOCK_TIE_FIGHTER_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_TIE_FIGHTER_WEAP2,1x Истребитель-Протон-Торпеда: 1/75,0 с/1,8 км
TEXT_STATBLOCK_TIE_POD_BASE,Здоровье: 8 | Неэкранированный
TEXT_STATBLOCK_TIE_POD_MOVE,Скорость: 6,8 | Маневренность: 4,4
TEXT_STATBLOCK_TIE_POD_SQUADRON,Эскадрилья: 12 TIE T.I.E. капсула
TEXT_STATBLOCK_TIE_POD_SQUADRON_DOUBLE,Эскадрилья: 24 T.I.E. капсула
TEXT_STATBLOCK_TIE_POD_SQUADRON_HALF,Эскадрилья: 6 T.I.E. капсула
TEXT_STATBLOCK_TIE_POD_WEAP1,2 истребительные лазерные пушки: 4/3,0 с/1,1 км
TEXT_STATBLOCK_TIE_STARFIGHTER_BASE,Здоровье: 11 | Неэкранированный
TEXT_STATBLOCK_TIE_STARFIGHTER_MOVE,Скорость: 7,9 | Маневренность: 4,5
TEXT_STATBLOCK_TIE_STARFIGHTER_SQUADRON,Эскадрилья: 12 истребителей TIE.
TEXT_STATBLOCK_TIE_STARFIGHTER_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя TIE Starfighter.
TEXT_STATBLOCK_TIE_STARFIGHTER_SQUADRON_HALF,Эскадрилья: 6 истребителей TIE Starfighter.
TEXT_STATBLOCK_TIE_STARFIGHTER_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_TOSCAN_BOMBER_BASE,Здоровье: 16 | Щиты: 3
TEXT_STATBLOCK_TOSCAN_BOMBER_MOVE,Скорость: 6,05 | Маневренность: 3,6
TEXT_STATBLOCK_TOSCAN_BOMBER_SQUADRON,Эскадрилья: 12 бомбардировщиков Toscan 8-Q.
TEXT_STATBLOCK_TOSCAN_BOMBER_SQUADRON_DOUBLE,Эскадрилья: 24 бомбардировщика Toscan 8-Q.
TEXT_STATBLOCK_TOSCAN_BOMBER_SQUADRON_HALF,Эскадрилья: 6 бомбардировщиков Toscan 8-Q.
TEXT_STATBLOCK_TOSCAN_BOMBER_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_TOSCAN_BOMBER_WEAP2,1 ракета «Протон» : 1/37,5 с/3,0 км
TEXT_STATBLOCK_TOSCAN_BOMBER_WEAP3,1 сотрясающая бомба : 1/37,5 с/0,8 км
TEXT_STATBLOCK_TOSCAN_GUNSHIP_BASE,Здоровье: 16 | Щиты: 6
TEXT_STATBLOCK_TOSCAN_GUNSHIP_MOVE,Скорость: 5,65 | Маневренность: 3,24
TEXT_STATBLOCK_TOSCAN_GUNSHIP_SQUADRON,Эскадрилья: 12 боевых кораблей Toscan 8-Q
TEXT_STATBLOCK_TOSCAN_GUNSHIP_SQUADRON_DOUBLE,Эскадрилья: 24 боевых корабля Toscan 8-Q
TEXT_STATBLOCK_TOSCAN_GUNSHIP_SQUADRON_HALF,Эскадрилья: 6 боевых кораблей Toscan 8-Q
TEXT_STATBLOCK_TOSCAN_GUNSHIP_WEAP1,2 истребительные лазерные пушки: 4/3,0 с/1,1 км
TEXT_STATBLOCK_TOSCAN_GUNSHIP_WEAP2,1 ионная пушка истребителя: 2/2,0 с/1,1 км
TEXT_STATBLOCK_TOSCAN_GUNSHIP_WEAP3,1 истребительная ударная ракета: 1/37,5 с/1,8 км
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_BASE,Здоровье: 16 | Неэкранированный
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_MOVE,Скорость: 6,87 | Маневренность: 3,6
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_SQUADRON,Эскадрилья: 12 перехватчиков Toscan 8-Q
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_SQUADRON_DOUBLE,Эскадрилья: 24 перехватчика Toscan 8-Q
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_SQUADRON_HALF,Эскадрилья: 6 перехватчиков Toscan 8-Q
TEXT_STATBLOCK_TOSCAN_INTERCEPTOR_WEAP1,1 лазерная пушка тяжелого истребителя: 4/2,0 с/1,0 км
TEXT_STATBLOCK_TOSCAN_MISSILE_SQUADRON,Эскадрилья: 12 ракетных истребителей «Тоскан» 8-Q.
TEXT_STATBLOCK_TOSCAN_MISSILE_SQUADRON_DOUBLE,Эскадрилья: 24 ракетных истребителя «Тоскан» 8-Q.
TEXT_STATBLOCK_TOSCAN_MISSILE_SQUADRON_HALF,Эскадрилья: 6 ракетных истребителей «Тоскан» 8-Q.
TEXT_STATBLOCK_TOSCAN_MISSILE_WEAP2,1 истребительная ударная ракета: 1/25,0 с/1,8 км
TEXT_STATBLOCK_TOSCAN_STOCK_BASE,Здоровье: 16 | Щиты: 3
TEXT_STATBLOCK_TOSCAN_STOCK_MOVE,Скорость: 6,05 | Маневренность: 3,6
TEXT_STATBLOCK_TOSCAN_STOCK_SQUADRON,Эскадрилья: 12 звездных истребителей Toscan 8-Q.
TEXT_STATBLOCK_TOSCAN_STOCK_SQUADRON_DOUBLE,Эскадрилья: 24 истребителя Toscan 8-Q.
TEXT_STATBLOCK_TOSCAN_STOCK_SQUADRON_HALF,Эскадрилья: 6 звездных истребителей Toscan 8-Q.
TEXT_STATBLOCK_TOSCAN_STOCK_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_STATBLOCK_V_WING_BASE,Здоровье: 9 | Щиты: 4
TEXT_STATBLOCK_V_WING_BOMBER_MOVE,Скорость: 7,4 | Маневренность: 3,3
TEXT_STATBLOCK_V_WING_BOMBER_SQUADRON,Эскадрилья: 12 бомбардировщиков с V-образным крылом.
TEXT_STATBLOCK_V_WING_BOMBER_SQUADRON_DOUBLE,Эскадрилья: 24 бомбардировщика с V-образным крылом.
TEXT_STATBLOCK_V_WING_BOMBER_SQUADRON_HALF,Эскадрилья: 6 бомбардировщиков с V-образным крылом.
TEXT_STATBLOCK_V_WING_BOMBER_WEAP1,1 пулемет-истребитель-истребитель: 4 / 2,0 с / 1,0 км
